Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 270.,  1.214E-01,  5.282E-02,  6.357E-04,  2.243E-04,   NaN,  1.402E-01,  4.165E-02,  2.178E-04,  1.247E-04,   NaN,  12.12,  11.27,  24.0, 432.7, 464.1,  66.0, 475.7,  79.8, 520.5,  10.0, 159.3, 300.9,  24.4,  10.0, 354.7, 154.7, 222.1, 409.7, 383.0, 404.4, 379.0,  30.6,  51.4, 318.6, 140.7, 177.7,  48.2,  35.2,  70.8,  54.5,  41.7,  38.0,  31.9, -3.33, -2.56, -3.03, -1.46,  0.34,  0.66,  0.65,  0.64,  0.74,  83.2,   NaN, 2.364833,  40.0,  2.070E-01,  2.354E-03,  1.733E-05,        NaN,  23.9,  6.109E-02,  4.785E-02
 300.,  1.246E-01,  5.083E-02,  5.993E-04,  1.763E-04,   NaN,  1.428E-01,  3.998E-02,  1.622E-04,  1.237E-04,   NaN,  11.22,  11.01,  24.0, 427.4, 465.7,  67.0, 452.5,  79.5, 481.8,  10.0, 162.2, 309.1,  25.1,  10.0, 356.1, 150.2, 218.7, 412.6, 385.5, 393.8, 368.8,  31.2,  50.8, 319.5, 127.7, 165.2,  49.4,  35.4,  69.7,  50.6,  39.0,  36.8,  30.4, -3.32, -2.54, -2.99, -1.47,  0.32,  0.66,  0.67,  0.65,  0.78,  73.0,   NaN, 2.313500,  39.6,  2.072E-01,  2.179E-03,  1.533E-05,        NaN,  21.9,  5.878E-02,  4.588E-02
 330.,  1.294E-01,  4.722E-02,  4.538E-04,  1.403E-04,   NaN,  1.462E-01,  3.786E-02,  1.365E-04,  9.450E-05,   NaN,  11.03,  10.22,  24.0, 420.2, 439.4,  64.2, 450.4,  71.2, 470.5,  10.0, 161.5, 297.3,  26.1,  10.0, 337.4, 143.1, 228.7, 398.3, 366.7, 378.5, 355.7,  30.8,  49.6, 305.0, 126.9, 159.6,  46.3,  35.2,  67.3,  52.3,  40.3,  36.7,  31.2, -3.24, -2.49, -3.06, -1.41,  0.36,  0.65,  0.65,  0.63,  0.75,  70.7,   NaN, 2.364667,  39.2,  2.074E-01,  2.093E-03,  1.217E-05,        NaN,  21.0,  5.449E-02,  4.342E-02
 360.,  1.381E-01,  4.254E-02,  3.287E-04,  9.883E-05,   NaN,  1.499E-01,  3.570E-02,  9.250E-05,  1.015E-04,   NaN,  10.53,   9.60,  24.0, 404.9, 430.2,  64.8, 426.4,  75.2, 436.7,  10.0, 161.0, 293.5,  27.4,  10.0, 337.9, 137.1, 234.4, 392.3, 365.0, 365.4, 344.6,  30.2,  49.3, 302.3, 115.2, 151.6,  45.5,  34.3,  66.0,  42.7,  36.4,  35.6,  32.0, -3.24, -2.46, -3.02, -1.41,  0.33,  0.66,  0.64,  0.62,  0.73,  66.6,   NaN, 2.487667,  38.6,  2.076E-01,  1.972E-03,  9.333E-06,        NaN,  19.4,  4.899E-02,  4.090E-02
 390.,  1.367E-01,  4.390E-02,  3.123E-04,  1.562E-04,   NaN,  1.484E-01,  3.657E-02,  7.533E-05,  1.997E-04,   NaN,  10.95,  10.39,  24.0, 407.1, 436.7,  65.0, 426.6,  74.1, 441.3,  10.0, 163.4, 300.1,  29.3,  10.0, 343.9, 140.5, 234.9, 398.0, 370.9, 366.9, 348.7,  30.5,  48.4, 311.1, 110.8, 145.8,  44.4,  34.4,  67.4,  48.7,  38.2,  36.5,  31.7, -3.25, -2.47, -3.04, -1.46,  0.34,  0.66,  0.64,  0.62,  0.73,  64.5,   NaN, 2.343833,  38.4,  2.075E-01,  2.007E-03,  8.167E-06,        NaN,  20.5,  5.053E-02,  4.188E-02
 420.,  1.316E-01,  4.708E-02,  5.218E-04,  2.123E-04,   NaN,  1.421E-01,  4.004E-02,  1.650E-04,  2.630E-04,   NaN,  12.20,  11.59,  23.9, 435.2, 474.6,  67.3, 423.2,  73.0, 438.5,  10.0, 171.1, 324.2,  31.4,  10.0, 380.6, 143.9, 248.9, 440.5, 409.3, 385.2, 370.6,  31.0,  52.0, 326.1, 129.1, 179.9,  51.1,  35.2,  71.1,  45.2,  38.0,  37.0,  32.4, -3.44, -2.54, -3.13, -1.49,  0.31,  0.69,  0.65,  0.61,  0.76,  71.1,   NaN, 2.314667,  39.0,  2.073E-01,  2.092E-03,  1.367E-05,        NaN,  23.7,  5.441E-02,  4.595E-02
 450.,  1.199E-01,  5.514E-02,  9.522E-04,  4.522E-04,   NaN,  1.375E-01,  4.282E-02,  3.558E-04,  5.692E-04,   NaN,  15.04,  13.05,  24.0, 466.4, 471.1,  70.8, 487.4,  75.2, 511.8,  10.0, 183.5, 331.6,  33.5,  10.0, 372.8, 151.6, 247.8, 432.7, 400.3, 405.0, 388.0,  31.4,  54.5, 344.6, 150.6, 193.7,  48.3,  36.5,  76.8,  52.0,  42.4,  40.2,  36.7, -3.49, -2.66, -3.34, -1.60,  0.36,  0.72,  0.69,  0.65,  0.78,  83.2,   NaN, 2.287167,  40.5,  2.069E-01,  2.392E-03,  2.233E-05,        NaN,  26.5,  6.410E-02,  4.934E-02
 480.,  1.040E-01,  6.472E-02,  2.070E-03,  6.028E-04,   NaN,  1.267E-01,  4.983E-02,  8.803E-04,  8.475E-04,   NaN,  18.68,  16.42,  24.0, 506.0, 509.2,  82.2, 537.2,  86.4, 596.7,  10.0, 207.3, 369.3,  36.0,  10.0, 412.4, 169.4, 266.5, 454.2, 429.7, 442.5, 423.9,  33.3,  59.7, 372.7, 175.6, 220.2,  54.4,  39.2,  86.8,  58.1,  46.6,  44.5,  40.0, -3.74, -2.82, -3.51, -1.73,  0.37,  0.75,  0.73,  0.70,  0.81, 107.4,   NaN, 2.379833,  43.1,  2.063E-01,  2.780E-03,  5.817E-05,        NaN,  32.6,  7.633E-02,  5.796E-02
 510.,  9.166E-02,  7.362E-02,  3.150E-03,  1.270E-03,   NaN,  1.094E-01,  6.078E-02,  1.739E-03,  1.876E-03,   NaN,  23.63,  21.57,  23.9, 551.1, 572.3,  97.7, 588.9, 108.7, 679.0,  10.0, 237.5, 426.5,  38.6,  10.0, 460.8, 190.0, 298.6, 501.2, 480.1, 482.5, 469.6,  35.5,  78.0, 410.9, 220.9, 272.1,  71.5,  42.7, 103.3,  55.9,  50.6,  49.4,  43.3, -4.04, -3.00, -3.78, -1.92,  0.31,  0.78,  0.76,  0.73,  0.88, 125.8,   NaN, 2.318667,  46.0,  2.057E-01,  3.248E-03,  1.120E-04,        NaN,  40.2,  8.773E-02,  7.145E-02
 540.,  6.745E-02,  9.020E-02,  4.910E-03,  9.052E-04,   NaN,  8.762E-02,  7.487E-02,  2.581E-03,  3.137E-03,   NaN,  29.04,  29.04,  24.0, 593.8, 649.0, 121.3, 648.3, 137.4, 787.8,  10.0, 288.0, 507.2,  40.5,  10.0, 527.6, 210.3, 354.3, 561.7, 534.6, 561.7, 545.0,  39.7,  98.3, 484.1, 288.8, 351.6,  94.8,  49.1, 129.2,  71.5,  62.5,  57.0,  47.4, -4.44, -3.20, -4.11, -2.16,  0.26,  0.84,  0.80,  0.77,  0.93, 158.4,   NaN, 2.368667,  50.3,  2.048E-01,  3.828E-03,  1.712E-04,        NaN,  53.0,  1.087E-01,  8.852E-02
 570.,  4.716E-02,  1.025E-01,  4.942E-03,  1.167E-03,   NaN,  6.480E-02,  8.901E-02,  3.094E-03,  1.985E-03,   NaN,  30.24,  36.43,  23.9, 636.2, 715.4, 149.6, 666.1, 175.0, 848.4,  10.0, 350.2, 586.3,  42.3,  10.0, 583.2, 227.5, 426.4, 646.7, 621.6, 662.5, 639.4,  44.7, 119.9, 555.8, 363.8, 431.5, 154.1,  57.4, 157.2,  76.3,  66.7,  62.9,  49.2, -4.75, -3.31, -4.36, -2.35, -0.16,  0.87,  0.83,  0.84,  1.01, 172.9,   NaN, 2.337167,  54.9,  2.043E-01,  4.300E-03,  1.858E-04,        NaN,  57.5,  1.228E-01,  1.053E-01
 600.,  4.243E-02,  1.044E-01,  4.580E-03,  5.670E-04,   NaN,  5.799E-02,  9.312E-02,  2.615E-03,  3.529E-03,   NaN,  29.96,  38.39,  24.0, 640.4, 742.9, 152.1, 615.7, 194.9, 849.9,  10.0, 383.6, 630.9,  45.4,  10.0, 598.1, 234.9, 464.9, 699.2, 646.2, 706.0, 661.7,  47.4,  94.5, 564.4, 379.3, 437.9, 185.3,  62.5, 172.4,  69.3,  67.7,  64.2,  50.3, -4.82, -3.35, -4.48, -2.35, -0.20,  0.87,  0.83,  0.87,  0.99, 172.5,   NaN, 2.333667,  57.8,  2.043E-01,  4.349E-03,  1.533E-04,        NaN,  55.9,  1.245E-01,  1.094E-01
 630.,  4.450E-02,  1.036E-01,  4.413E-03,  8.432E-04,   NaN,  5.689E-02,  9.330E-02,  1.942E-03,  3.205E-03,   NaN,  31.33,  39.46,  24.0, 636.1, 788.2, 154.6, 615.0, 216.1, 789.3,  10.0, 388.7, 670.3,  48.0,  10.0, 622.4, 233.9, 461.8, 733.4, 665.4, 701.6, 658.4,  49.7,  70.7, 563.5, 386.8, 453.3, 176.3,  63.3, 182.5,  71.0,  67.1,  63.2,  49.9, -4.95, -3.37, -4.50, -2.41, -0.21,  0.88,  0.85,  0.91,  0.99, 170.7,   NaN, 2.324500,  58.8,  2.043E-01,  4.373E-03,  1.447E-04,        NaN,  56.3,  1.234E-01,  1.088E-01
 660.,  4.306E-02,  1.053E-01,  4.821E-03,  1.888E-03,   NaN,  5.383E-02,  9.539E-02,  1.845E-03,  2.606E-03,   NaN,  33.34,  42.30,  24.0, 656.7, 798.5, 170.7, 628.0, 229.2, 837.4,  10.0, 406.8, 693.3,  49.8,  10.0, 632.4, 247.7, 484.3, 739.3, 676.3, 728.4, 688.4,  51.9,  71.6, 581.5, 402.7, 470.4, 206.4,  67.9, 194.9,  77.6,  75.4,  69.2,  55.5, -5.00, -3.42, -4.62, -2.46, -0.47,  0.90,  0.87,  0.87,  1.01, 178.1,   NaN, 2.311000,  60.1,  2.041E-01,  4.434E-03,  1.402E-04,        NaN,  59.0,  1.259E-01,  1.111E-01
 690.,  3.388E-02,  1.097E-01,  4.211E-03,  5.473E-04,   NaN,  5.284E-02,  9.622E-02,  1.850E-03,  4.167E-03,   NaN,  33.43,  43.55,  24.0, 669.8, 794.2, 188.2, 642.1, 242.7, 877.6,  10.0, 419.9, 706.7,  51.9,  10.0, 632.0, 248.4, 464.5, 742.6, 678.2, 751.6, 700.5,  53.4,  71.9, 607.1, 422.1, 482.8, 239.3,  72.1, 206.0,  82.1,  77.3,  73.5,  57.6, -5.02, -3.43, -4.57, -2.54, -0.51,  0.90,  0.90,  0.88,  1.05, 180.6,   NaN, 2.308500,  61.9,  2.040E-01,  4.534E-03,  1.415E-04,        NaN,  60.6,  1.302E-01,  1.121E-01
 720.,  4.374E-02,  1.037E-01,  3.490E-03,  7.425E-04,   NaN,  5.069E-02,  9.749E-02,  2.047E-03,  2.026E-03,   NaN,  35.16,  43.41,  24.0, 654.4, 783.5, 194.6, 658.3, 248.9, 881.4,  10.0, 421.6, 700.9,  53.4,  10.0, 612.3, 247.9, 437.0, 715.4, 658.6, 723.5, 677.8,  55.1,  71.9, 593.4, 420.7, 475.3, 234.7,  74.9, 209.5, 106.6,  81.0,  74.4,  57.9, -4.90, -3.42, -4.52, -2.56, -0.33,  0.94,  0.91,  0.87,  1.05, 181.5,   NaN, 2.315000,  62.8,  2.040E-01,  4.559E-03,  1.543E-04,        NaN,  64.1,  1.225E-01,  1.138E-01
 750.,  3.879E-02,  1.061E-01,  3.554E-03,  3.212E-04,   NaN,  5.523E-02,  9.414E-02,  1.822E-03,  6.330E-04,   NaN,  35.49,  44.69,  24.0, 675.7, 792.0, 195.3, 661.2, 263.3, 870.6,  10.0, 430.9, 717.9,  55.3,  10.0, 625.2, 247.6, 466.2, 739.8, 676.3, 743.1, 693.9,  55.6,  72.3, 600.0, 421.8, 478.1, 253.0,  75.0, 222.2,  83.7,  80.1,  75.9,  58.8, -5.01, -3.48, -4.67, -2.53, -0.57,  0.89,  0.89,  0.91,  1.05, 180.6,   NaN, 2.315000,  64.0,  2.040E-01,  4.630E-03,  1.303E-04,        NaN,  61.6,  1.253E-01,  1.097E-01
 780.,  7.202E-02,  7.928E-02,  3.375E-03,  4.730E-04,   NaN,  8.788E-02,  7.281E-02,  2.151E-03,  5.407E-04,   NaN,  28.37,  28.87,  23.9, 621.1, 674.7, 178.4, 617.9, 224.9, 721.6,  10.0, 379.3, 618.1,  56.6,  10.0, 510.0, 208.1, 342.3, 627.0, 548.6, 601.6, 540.7,  52.3,  70.7, 471.6, 337.9, 356.9, 179.6,  70.2, 177.2,  91.8,  72.4,  63.8,  56.6, -4.25, -3.08, -4.00, -2.18,  0.07,  0.94,  0.89,  0.85,  1.01, 121.9,   NaN, 2.355000,  59.2,  2.058E-01,  3.482E-03,  1.492E-04,        NaN,  35.3,  9.446E-02,  8.567E-02
 810.,  1.032E-01,  6.438E-02,  2.969E-03,  2.773E-04,   NaN,  1.171E-01,  5.617E-02,  2.190E-03,  3.062E-04,   NaN,  24.60,  24.50,  24.0, 563.7, 584.5, 156.1, 583.6, 194.4, 617.9,  10.0, 332.6, 544.5,  58.7,  10.0, 455.9, 184.9, 318.1, 545.8, 488.6, 506.3, 475.3,  44.4,  69.8, 422.1, 281.0, 314.2, 122.7,  58.9, 143.8,  58.3,  58.0,  54.8,  46.8, -4.00, -2.97, -3.89, -2.04,  0.24,  0.82,  0.84,  0.85,  0.98,  99.0,   NaN, 2.471000,  53.7,  2.066E-01,  2.701E-03,  1.212E-04,        NaN,  29.8,  7.697E-02,  6.670E-02
 840.,  1.057E-01,  6.337E-02,  2.153E-03,  1.783E-04,   NaN,  1.221E-01,  5.284E-02,  1.680E-03,  1.793E-04,   NaN,  25.61,  24.29,  24.0, 559.2, 575.8, 139.1, 584.7, 169.8, 615.1,  10.0, 320.4, 526.1,  60.9,  10.0, 455.3, 184.8, 311.1, 533.9, 486.7, 493.7, 472.6,  42.6,  69.2, 417.8, 257.4, 295.2, 112.9,  55.2, 136.0,  70.0,  61.7,  53.9,  49.4, -3.97, -2.95, -3.89, -2.02,  0.24,  0.89,  0.85,  0.81,  0.99, 102.2,   NaN, 2.463500,  51.7,  2.065E-01,  2.677E-03,  9.067E-05,        NaN,  31.1,  7.488E-02,  6.231E-02
 870.,  9.785E-02,  6.931E-02,  2.113E-03,  1.723E-04,   NaN,  1.164E-01,  5.583E-02,  1.102E-03,  3.213E-04,   NaN,  28.24,  29.08,  24.0, 573.1, 603.2, 140.5, 591.5, 182.2, 663.3,  10.0, 323.9, 548.2,  62.2,  10.0, 480.2, 197.6, 373.1, 553.3, 516.0, 539.4, 524.5,  42.7,  69.8, 452.8, 292.0, 356.6, 143.2,  53.9, 143.2,  58.7,  59.9,  56.4,  45.8, -4.32, -3.13, -4.14, -2.11,  0.02,  0.82,  0.84,  0.84,  0.98, 112.0,   NaN, 2.361166,  52.3,  2.062E-01,  2.876E-03,  7.050E-05,        NaN,  38.1,  8.163E-02,  6.506E-02
 900.,  7.785E-02,  8.125E-02,  1.984E-03,  1.107E-04,   NaN,  1.010E-01,  6.505E-02,  7.790E-04,  9.162E-04,   NaN,  33.24,  34.50,  24.1, 601.1, 665.1, 151.6, 604.0, 192.3, 725.0,  10.0, 349.5, 597.0,  63.6,  10.0, 525.4, 211.9, 406.1, 616.5, 578.3, 604.5, 578.4,  45.4,  70.5, 493.1, 329.4, 388.4, 174.6,  58.8, 161.0,  68.6,  64.3,  62.0,  49.6, -4.58, -3.26, -4.30, -2.18, -0.16,  0.86,  0.87,  0.85,  0.99, 134.5,   NaN, 2.371500,  54.8,  2.055E-01,  3.364E-03,  6.567E-05,        NaN,  46.4,  9.512E-02,  7.524E-02
 930.,  6.817E-02,  8.734E-02,  1.802E-03,  1.837E-04,   NaN,  8.509E-02,  7.461E-02,  8.593E-04,  3.472E-03,   NaN,  37.52,  39.94,  24.0, 627.0, 712.3, 160.6, 620.5, 209.8, 819.3,  10.0, 376.2, 644.9,  65.5,  10.0, 559.4, 227.5, 436.8, 660.6, 609.9, 658.0, 628.5,  49.4,  71.2, 541.1, 362.2, 431.2, 198.4,  65.7, 180.7,  77.3,  70.4,  68.5,  55.1, -4.74, -3.36, -4.55, -2.34, -0.27,  0.88,  0.88,  0.85,  1.02, 155.7,   NaN, 2.382334,  57.8,  2.050E-01,  3.740E-03,  6.783E-05,        NaN,  54.1,  1.019E-01,  8.625E-02
 960.,  5.237E-02,  9.767E-02,  2.070E-03,  1.119E-03,   NaN,  6.480E-02,  8.749E-02,  1.384E-03,  1.600E-02,   NaN,  45.73,  47.09,  24.0, 657.0, 756.5, 194.6, 661.5, 230.0, 868.4,  10.0, 409.7, 694.6,  66.2,  10.0, 598.7, 244.4, 430.8, 701.2, 655.4, 718.0, 685.8,  52.8,  72.0, 597.6, 407.8, 481.9, 237.7,  71.9, 206.8,  88.5,  80.5,  77.1,  65.8, -4.91, -3.48, -4.63, -2.59, -0.46,  0.92,  0.91,  0.87,  1.03, 180.7,   NaN, 2.364834,  61.5,  2.042E-01,  4.233E-03,  9.283E-05,        NaN,  68.1,  1.140E-01,  1.016E-01
 990.,  4.150E-02,  1.043E-01,  1.765E-03,  3.180E-04,   NaN,  4.113E-02,  1.013E-01,  2.621E-03,  1.874E-02,   NaN,  55.63,  58.59,  24.1, 704.9, 849.0, 233.7, 705.5, 280.4, 950.3,  10.0, 465.9, 780.4,  65.6,  10.0, 686.2, 267.5, 478.9, 803.1, 748.0, 831.3, 785.7,  61.6,  73.3, 695.3, 481.7, 565.0, 305.0,  83.2, 253.2, 107.6,  99.3,  92.1,  76.1, -5.35, -3.63, -4.87, -2.85, -0.75,  0.98,  0.92,  0.90,  1.04, 219.4,   NaN, 2.277667,  67.1,  2.028E-01,  5.194E-03,  1.343E-04,        NaN,  94.8,  1.212E-01,  1.187E-01
1020.,  4.321E-02,  1.064E-01,  1.077E-03,  6.117E-04,   NaN,  3.200E-02,  1.077E-01,  3.024E-03,  8.840E-04,   NaN,  63.03,  60.78,  24.1, 737.3, 880.1, 281.7, 756.8, 314.7, 975.9,  10.0, 491.0, 797.2,  70.1,  10.0, 688.8, 276.0, 475.2, 826.7, 758.1, 839.8, 787.6,  68.2,  74.2, 689.0, 511.1, 573.9, 326.9,  95.4, 274.9, 146.5, 115.4, 100.2,  85.8, -5.34, -3.67, -4.91, -2.85, -0.66,  1.04,  0.98,  0.91,  1.06, 230.4,   NaN, 2.343333,  71.8,  2.026E-01,  5.644E-03,  1.703E-04,        NaN,  95.7,  1.229E-01,  1.266E-01
1050.,  4.982E-02,  1.020E-01,  2.202E-03,  5.422E-04,   NaN,  5.856E-02,  9.204E-02,  1.622E-03,  3.550E-04,   NaN,  50.94,  48.83,  24.1, 710.6, 808.5, 248.9, 728.8, 292.3, 883.0,  10.0, 457.0, 736.0,  68.1,  10.0, 613.2, 255.2, 424.0, 733.3, 662.6, 732.7, 683.0,  64.9,  73.2, 590.2, 439.3, 480.0, 275.0,  90.6, 243.6, 104.5,  94.5,  85.5,  70.5, -4.90, -3.49, -4.61, -2.55, -0.46,  0.97,  0.93,  0.90,  1.06, 164.7,   NaN, 2.307000,  68.3,  2.044E-01,  4.463E-03,  1.292E-04,        NaN,  51.9,  1.191E-01,  1.070E-01
