Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 270.,  1.241E-01,  5.040E-02,  1.598E-04,  4.100E-05,   NaN,  1.340E-01,  4.437E-02,  1.050E-04,  6.133E-05,   NaN,  25.43,  21.05,  25.9,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 311.5, 307.9, 557.9,  39.6,  35.3, 326.7, 303.4, 226.3,   NaN, 482.7,   NaN, 470.9,   NaN, 146.5, 402.2,   NaN, 326.4, 174.5,   NaN, 164.9, 103.4,  57.6,  48.9,  77.5, -2.67, -1.41, -2.08, -1.84, -0.22,  0.84,  0.78,  0.84,  0.99,  87.5,  84.6, 2.181167,  51.5,  2.069E-01,  2.367E-03,  6.000E-06,  2.000E-06,  32.2,  5.778E-02,  5.082E-02
 300.,  1.188E-01,  5.329E-02,  1.837E-04,  4.450E-05,   NaN,  1.303E-01,  4.657E-02,  1.118E-04,  5.950E-05,   NaN,  28.72,  22.40,  25.9,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 334.1, 320.4, 586.5,  42.8,  35.0, 355.9, 320.8, 259.2,   NaN, 503.0,   NaN, 488.2,   NaN, 155.8, 411.7,   NaN, 327.7, 194.5,   NaN, 174.1, 107.0,  60.3,  50.1,  81.5, -3.01, -1.61, -2.17, -1.87, -0.25,  0.85,  0.78,  0.84,  0.99,  91.8,  44.5, 2.174333,  52.4,  2.068E-01,  2.464E-03,  6.333E-06,  2.000E-06,  33.7,  6.112E-02,  5.336E-02
 330.,  1.180E-01,  5.389E-02,  2.000E-04,  4.283E-05,   NaN,  1.315E-01,  4.544E-02,  1.022E-04,  5.300E-05,   NaN,  27.68,  24.15,  25.9,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 346.9, 333.4, 582.0,  46.9,  35.2, 379.1, 326.3, 236.7,   NaN, 492.2,   NaN, 483.5,   NaN, 153.8, 413.0,   NaN, 342.1, 202.1,   NaN, 185.1, 124.9,  65.1,  52.4,  90.3, -3.18, -1.55, -1.86, -1.88, -0.23,  0.88,  0.79,  0.83,  0.99,  89.9,  71.0, 2.151333,  52.9,  2.068E-01,  2.437E-03,  6.167E-06,  2.000E-06,  34.6,  6.182E-02,  5.204E-02
 360.,  1.207E-01,  5.211E-02,  1.888E-04,  4.350E-05,   NaN,  1.363E-01,  4.284E-02,  1.118E-04,  5.383E-05,   NaN,  26.72,  22.81,  25.9,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 347.6, 337.0, 566.4,  51.8,  35.3, 367.9, 311.9, 237.8,   NaN, 480.7,   NaN, 478.5,   NaN, 165.2, 408.5,   NaN, 347.9, 199.3,   NaN, 186.7, 121.4,  62.9,  51.9,  86.6, -3.16, -1.42, -2.14, -1.86, -0.22,  0.89,  0.80,  0.85,  1.00,  87.4,  85.0, 2.183667,  53.1,  2.070E-01,  2.364E-03,  6.500E-06,  2.000E-06,  33.5,  5.977E-02,  4.909E-02
 390.,  1.202E-01,  5.221E-02,  2.010E-04,  4.283E-05,   NaN,  1.339E-01,  4.405E-02,  1.242E-04,  6.417E-05,   NaN,  28.55,  24.37,  25.9,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 351.0, 346.5, 583.8,  57.3,  35.4, 377.3, 326.7, 252.7,   NaN, 495.2,   NaN, 488.0,   NaN, 173.5, 414.3,   NaN, 332.1, 216.1,   NaN, 189.4, 125.1,  63.7,  52.6,  87.7, -3.15, -1.55, -2.25, -1.87, -0.22,  0.88,  0.78,  0.84,  1.04,  88.5,  84.9, 2.167333,  53.6,  2.069E-01,  2.402E-03,  6.667E-06,  2.000E-06,  33.0,  5.990E-02,  5.049E-02
 420.,  1.239E-01,  5.045E-02,  1.737E-04,  4.133E-05,   NaN,  1.330E-01,  4.526E-02,  1.118E-04,  6.017E-05,   NaN,  30.09,  25.80,  26.0,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 348.7, 350.7, 596.5,  63.3,  35.2, 358.2, 334.8, 242.7,   NaN, 510.6,   NaN, 497.8,   NaN, 187.5, 421.7,   NaN, 348.7, 220.0,   NaN, 186.0, 116.0,  64.1,  53.3,  87.2, -2.92, -1.57, -2.29, -1.89, -0.28,  0.86,  0.80,  0.86,  1.04,  92.0,  85.1, 2.207667,  53.7,  2.068E-01,  2.424E-03,  6.500E-06,  2.000E-06,  35.5,  5.786E-02,  5.185E-02
 450.,  1.214E-01,  5.173E-02,  1.762E-04,  4.217E-05,   NaN,  1.298E-01,  4.653E-02,  1.167E-04,  6.133E-05,   NaN,  30.52,  27.06,  26.0,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 365.2, 360.8, 606.4,  70.0,  36.4, 398.1, 352.3, 258.6,   NaN, 511.9,   NaN, 500.2,   NaN, 172.0, 428.6,   NaN, 356.6, 224.8,   NaN, 175.2, 119.6,  66.9,  54.8,  93.0, -3.25, -1.82, -2.32, -1.95, -0.20,  0.89,  0.84,  0.88,  1.07,  94.1,  84.9, 2.215000,  54.7,  2.068E-01,  2.489E-03,  6.333E-06,  2.000E-06,  33.9,  5.932E-02,  5.331E-02
 480.,  1.281E-01,  4.779E-02,  1.663E-04,  4.217E-05,   NaN,  1.328E-01,  4.481E-02,  1.220E-04,  7.233E-05,   NaN,  29.91,  26.03,  26.0,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 367.1, 359.2, 594.2,  76.8,  36.1, 387.4, 357.7, 267.8,   NaN, 504.3,   NaN, 487.3,   NaN, 187.1, 416.0,   NaN, 347.3, 232.3,   NaN, 186.2, 115.6,  64.9,  54.2,  88.9, -3.14, -1.87, -2.38, -1.92, -0.17,  0.89,  0.81,  0.88,  1.08,  87.9,  85.0, 2.180833,  54.7,  2.069E-01,  2.403E-03,  6.000E-06,  2.000E-06,  31.1,  5.481E-02,  5.135E-02
 510.,  1.300E-01,  4.668E-02,  1.517E-04,  4.167E-05,   NaN,  1.349E-01,  4.360E-02,  1.123E-04,  6.233E-05,   NaN,  29.69,  25.47,  26.0,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 362.8, 358.1, 586.0,  83.8,  35.6, 385.4, 332.0, 268.3,   NaN, 497.6,   NaN, 491.2,   NaN, 147.2, 415.2,   NaN, 344.2, 227.1,   NaN, 183.9, 112.1,  64.4,  52.9,  91.8, -3.28, -1.59, -2.51, -1.89, -0.22,  0.88,  0.80,  0.88,  1.06,  85.0,  85.0, 2.158833,  54.7,  2.070E-01,  2.378E-03,  6.000E-06,  2.000E-06,  30.5,  5.352E-02,  4.995E-02
 540.,  1.251E-01,  4.960E-02,  1.612E-04,  4.083E-05,   NaN,  1.324E-01,  4.526E-02,  1.188E-04,  6.017E-05,   NaN,  31.86,  26.36,  26.0,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 374.4, 368.4, 602.1,  90.7,  35.5, 403.9, 335.2, 257.9,   NaN, 503.3,   NaN, 503.4,   NaN, 137.5, 428.2,   NaN, 350.1, 234.2,   NaN, 171.4, 130.6,  67.1,  54.7,  97.1, -3.37, -1.44, -2.29, -1.92, -0.27,  0.92,  0.82,  0.88,  1.07,  86.8,  85.0, 2.145000,  54.8,  2.069E-01,  2.394E-03,  6.333E-06,  2.000E-06,  30.6,  5.687E-02,  5.187E-02
 570.,  1.252E-01,  4.940E-02,  1.667E-04,  4.167E-05,   NaN,  1.333E-01,  4.447E-02,  1.137E-04,  6.100E-05,   NaN,  31.13,  25.82,  26.0, 574.2, 596.7, 153.1, 565.2, 159.1, 556.4, 377.1, 364.4, 587.8,  97.5,  35.6, 375.7, 340.7, 260.3, 552.8, 498.3, 514.6, 490.3,  47.0, 136.0, 418.5, 312.0, 345.8, 232.3,  55.9, 174.9, 117.8,  65.2,  54.0,  92.7, -3.19, -1.91, -2.53, -1.90, -0.23,  0.90,  0.81,  0.89,  1.07,  82.5,  85.1, 2.127833,  54.8,  2.070E-01,  2.305E-03,  5.833E-06,  2.000E-06,  29.3,  5.665E-02,  5.095E-02
 600.,  1.249E-01,  4.990E-02,  1.638E-04,  4.033E-05,   NaN,  1.341E-01,  4.453E-02,  1.143E-04,  6.283E-05,   NaN,  33.30,  27.06,  26.0, 571.4, 596.9, 152.8, 567.9, 157.4, 566.0, 387.6, 368.0, 591.3, 104.1,  36.4, 394.2, 326.6, 254.6, 555.8, 500.2, 522.6, 499.7,  46.3, 125.5, 431.3, 314.1, 354.3, 242.7,  55.8, 171.2, 125.2,  66.4,  54.1,  93.7, -3.37, -1.33, -2.26, -1.94, -0.12,  0.90,  0.81,  0.88,  1.10,  85.4,  85.0, 2.116333,  54.9,  2.069E-01,  2.362E-03,  6.333E-06,  2.000E-06,  31.3,  5.721E-02,  5.102E-02
 630.,  1.210E-01,  5.186E-02,  1.818E-04,  4.067E-05,   NaN,  1.316E-01,  4.531E-02,  1.248E-04,  6.200E-05,   NaN,  33.32,  27.57,  26.1, 580.5, 611.4, 156.5, 577.8, 151.7, 580.3, 384.6, 380.9, 606.4, 110.5,  36.9, 400.4, 343.9, 271.7, 570.9, 509.8, 533.7, 508.9,  47.4, 133.8, 432.5, 311.3, 351.0, 248.8,  58.5, 172.8, 127.3,  67.4,  55.6,  93.8, -3.30, -1.59, -2.46, -1.93, -0.17,  0.91,  0.82,  0.88,  1.08,  88.8,  85.2, 2.164500,  55.6,  2.069E-01,  2.447E-03,  6.500E-06,  2.000E-06,  28.0,  5.948E-02,  5.192E-02
 660.,  1.230E-01,  5.070E-02,  1.747E-04,  4.117E-05,   NaN,  1.353E-01,  4.318E-02,  1.077E-04,  6.133E-05,   NaN,  30.95,  27.06,  26.1,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 375.9, 377.6, 584.8, 116.4,  36.9, 392.9, 339.2, 257.6,   NaN, 494.0,   NaN, 494.9,   NaN, 133.7, 426.3,   NaN, 352.9, 247.2,   NaN, 177.7, 129.5,  67.7,  55.5,  99.3, -3.29, -1.59, -2.46, -1.90, -0.22,  0.91,  0.81,  0.88,  1.07,  82.0,  85.2, 2.114000,  55.6,  2.070E-01,  2.355E-03,  6.000E-06,  2.000E-06,  27.8,  5.814E-02,  4.947E-02
 690.,  1.259E-01,  4.915E-02,  1.998E-04,  4.150E-05,   NaN,  1.379E-01,  4.216E-02,  1.175E-04,  7.367E-05,   NaN,  31.25,  27.05,  26.1,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 384.9, 372.7, 584.0, 122.1,  38.1, 385.3, 310.1, 256.3,   NaN, 490.0,   NaN, 496.5,   NaN, 155.0, 430.6,   NaN, 366.4, 245.0,   NaN, 194.2, 125.6,  67.7,  55.8, 101.2, -3.36, -1.50, -2.54, -1.96, -0.18,  0.92,  0.82,  0.87,  1.09,  83.9,  85.0, 2.129167,  55.8,  2.070E-01,  2.362E-03,  6.167E-06,  2.000E-06,  32.5,  5.640E-02,  4.831E-02
 720.,  1.208E-01,  5.218E-02,  2.077E-04,  3.967E-05,   NaN,  1.316E-01,  4.555E-02,  1.483E-04,  1.115E-04,   NaN,  34.01,  29.19,  26.1,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 382.6, 386.5, 624.5, 127.5,  38.7, 417.9, 356.6, 284.8,   NaN, 510.6,   NaN, 511.6,   NaN, 173.8, 437.7,   NaN, 352.2, 251.4,   NaN, 209.2, 144.2,  71.6,  57.6, 100.4, -3.49, -1.81, -2.56, -1.99, -0.22,  0.94,  0.82,  0.86,  1.08,  92.3,  84.9, 2.173000,  56.7,  2.068E-01,  2.518E-03,  7.167E-06,  2.000E-06,  30.7,  5.988E-02,  5.223E-02
 750.,  1.237E-01,  5.037E-02,  1.878E-04,  4.067E-05,   NaN,  1.326E-01,  4.532E-02,  1.218E-04,  7.183E-05,   NaN,  33.40,  27.43,  26.1,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 388.8, 377.9, 602.4, 132.8,  38.2, 415.9, 338.2, 270.7,   NaN, 496.7,   NaN, 498.2,   NaN, 178.2, 430.0,   NaN, 362.0, 246.7,   NaN, 205.1, 137.0,  68.9,  55.8, 101.1, -3.53, -1.72, -2.38, -1.95, -0.24,  0.92,  0.81,  0.87,  1.08,  87.0,  84.9, 2.166500,  56.5,  2.069E-01,  2.407E-03,  7.000E-06,  2.000E-06,  28.7,  5.777E-02,  5.193E-02
 780.,  1.209E-01,  5.255E-02,  2.060E-04,  4.300E-05,   NaN,  1.330E-01,  4.562E-02,  1.115E-04,  6.317E-05,   NaN,  34.07,  30.13,  26.1,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 395.7, 388.8, 615.3, 137.5,  38.4, 429.2, 354.6, 282.0,   NaN, 503.4,   NaN, 507.0,   NaN, 185.9, 435.5,   NaN, 365.8, 254.0,   NaN, 220.0, 152.9,  71.5,  57.7, 107.0, -3.65, -1.80, -2.27, -1.97, -0.14,  0.94,  0.81,  0.86,  1.09,  90.9, 104.5, 2.209833,  56.7,  2.069E-01,  2.426E-03,  6.833E-06,  2.000E-06,  31.9,  6.030E-02,  5.227E-02
 810.,  1.013E-01,  6.444E-02,  3.377E-04,  4.200E-05,   NaN,  1.110E-01,  6.000E-02,  3.440E-04,  2.592E-04,   NaN,  50.94,  51.61,  26.1,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 483.8, 489.7, 781.4, 141.5,  38.8, 520.1, 433.9, 320.1,   NaN, 636.0,   NaN, 647.1,   NaN, 257.1, 546.7,   NaN, 500.1, 328.8,   NaN, 286.9, 173.7,  95.7,  72.7, 116.5, -4.31, -1.90, -2.75, -2.38,  0.12,  0.98,  0.86,  0.92,  1.17, 146.3, 172.9, 2.133667,  62.0,  2.050E-01,  3.500E-03,  1.683E-05,  2.833E-06,  75.7,  7.403E-02,  6.896E-02
 840.,  9.725E-02,  6.576E-02,  3.667E-04,  4.083E-05,   NaN,  8.827E-02,  7.196E-02,  5.283E-04,  3.337E-04,   NaN,  61.16,  61.88,  26.1,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 550.3, 567.8, 836.2, 145.7,  39.9, 586.8, 442.1, 341.6,   NaN, 694.2,   NaN, 715.7,   NaN, 326.5, 611.0,   NaN, 572.6, 389.2,   NaN, 336.2, 196.3, 113.4,  83.9, 145.6, -4.68, -1.52, -3.40, -2.59, -0.01,  1.07,  0.90,  0.95,  1.26, 162.5, 180.0, 2.029500,  69.1,  2.042E-01,  4.122E-03,  2.133E-05,  2.833E-06,  97.2,  7.557E-02,  8.284E-02
 870.,  9.363E-02,  6.766E-02,  4.250E-04,  7.317E-05,   NaN,  7.847E-02,  7.635E-02,  6.210E-04,  4.390E-04,   NaN,  65.57,  65.82,  26.1,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 580.3, 592.6, 855.4, 149.9,  40.5, 571.4, 518.7, 395.8,   NaN, 712.8,   NaN, 737.0,   NaN, 357.5, 629.3,   NaN, 583.7, 424.6,   NaN, 355.1, 210.1, 121.5,  91.1, 157.3, -4.47, -2.45, -3.81, -2.64,  0.20,  1.06,  0.91,  0.95,  1.26, 160.3, 180.3, 2.015333,  71.8,  2.043E-01,  4.139E-03,  2.300E-05,  3.167E-06,  98.5,  7.781E-02,  8.797E-02
 900.,  9.942E-02,  6.432E-02,  3.868E-04,  4.267E-05,   NaN,  7.521E-02,  7.792E-02,  8.397E-04,  6.855E-04,   NaN,  69.07,  68.36,  26.1,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 588.7, 604.9, 868.1, 154.3,  41.4, 608.4, 497.5, 376.7,   NaN, 728.2,   NaN, 746.4,   NaN, 382.1, 640.5,   NaN, 598.2, 448.7,   NaN, 374.1, 215.6, 126.3,  93.3, 167.3, -4.81, -1.87, -3.77, -2.68,  0.40,  1.08,  0.93,  0.96,  1.31, 162.0, 179.9, 2.043167,  73.4,  2.043E-01,  4.123E-03,  2.267E-05,  3.167E-06, 103.2,  7.395E-02,  9.001E-02
 930.,  9.891E-02,  6.466E-02,  3.653E-04,  3.883E-05,   NaN,  7.448E-02,  7.828E-02,  8.045E-04,  6.507E-04,   NaN,  70.28,  69.83,  26.2,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 601.5, 618.3, 864.0, 159.9,  41.9, 620.3, 517.4, 357.1,   NaN, 734.6,   NaN, 758.9,   NaN, 393.4, 650.8,   NaN, 601.7, 461.6,   NaN, 387.7, 265.1, 131.6,  97.4, 176.9, -4.94, -1.83, -3.62, -2.72,  0.19,  1.15,  0.94,  0.96,  1.34, 159.7, 179.9, 2.004167,  74.8,  2.043E-01,  4.121E-03,  1.983E-05,  2.833E-06, 104.8,  7.431E-02,  9.038E-02
 960.,  9.430E-02,  6.759E-02,  3.538E-04,  3.250E-05,   NaN,  7.337E-02,  7.894E-02,  8.533E-04,  6.318E-04,   NaN,  71.79,  72.69,  26.2,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 613.3, 625.9, 880.9, 166.6,  42.4, 616.3, 532.1, 377.0,   NaN, 750.6,   NaN, 769.1,   NaN, 399.6, 653.1,   NaN, 603.1, 475.7,   NaN, 400.7, 246.1, 134.6,  99.6, 184.4, -4.80, -2.52, -3.96, -2.70,  0.49,  1.13,  0.92,  0.97,  1.31, 163.2, 179.4, 2.029167,  76.1,  2.042E-01,  4.185E-03,  1.933E-05,  2.500E-06, 107.6,  7.765E-02,  9.119E-02
 990.,  9.163E-02,  6.869E-02,  3.588E-04,  3.533E-05,   NaN,  7.256E-02,  7.912E-02,  7.623E-04,  5.093E-04,   NaN,  72.45,  72.81,  26.2,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 615.6, 633.0, 870.0, 173.7,  42.0, 631.5, 546.3, 374.5,   NaN, 757.6,   NaN, 775.4,   NaN, 407.8, 650.4,   NaN, 610.6, 483.0,   NaN, 422.0, 274.0, 138.1, 102.2, 190.3, -4.87, -2.40, -3.78, -2.72,  0.33,  1.19,  0.95,  0.95,  1.34, 160.5, 179.8, 2.028000,  76.7,  2.043E-01,  4.135E-03,  1.850E-05,  2.500E-06, 106.5,  7.891E-02,  9.130E-02
1020.,  9.830E-02,  6.494E-02,  4.017E-04,  6.150E-05,   NaN,  7.559E-02,  7.756E-02,  6.930E-04,  5.553E-04,   NaN,  75.19,  73.98,  26.2,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 626.9, 635.6, 876.6, 180.7,  43.4, 631.8, 528.6, 385.9,   NaN, 758.4,   NaN, 776.0,   NaN, 412.8, 664.6,   NaN, 623.1, 487.9,   NaN, 412.2, 278.9, 142.2, 103.5, 204.0, -4.93, -1.95, -3.82, -2.75,  0.22,  1.18,  0.96,  0.97,  1.33, 163.8, 179.7, 2.054667,  77.0,  2.043E-01,  4.118E-03,  1.950E-05,  2.500E-06, 109.8,  7.468E-02,  8.943E-02
1050.,  9.849E-02,  6.467E-02,  3.858E-04,  6.900E-05,   NaN,  7.821E-02,  7.602E-02,  7.288E-04,  5.770E-04,   NaN,  75.65,  74.05,  26.2,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 634.3, 632.3, 867.5, 188.1,  42.6, 621.2, 537.4, 379.0,   NaN, 758.6,   NaN, 776.6,   NaN, 421.9, 666.0,   NaN, 616.1, 485.7,   NaN, 399.2, 241.6, 140.7, 105.4, 213.0, -4.79, -2.14, -3.92, -2.75,  0.17,  1.15,  0.95,  0.97,  1.33, 161.3, 180.2, 2.029000,  77.8,  2.043E-01,  4.122E-03,  1.933E-05,  2.667E-06, 110.9,  7.435E-02,  8.771E-02
