Time (s),Line 2,Line 6,Line 10
6000,820.1328164,1179.749834,943.9040446
6060,833.0086437,1167.288459,933.0926028
6120,863.5318925,1154.461195,922.281161
6180,915.5922423,1141.578617,911.4697192
6240,962.6742995,1128.951296,900.6582775
6300,981.9780628,1116.889805,889.8468357
6360,986.6082462,1105.640129,879.0353939
6420,990.0402562,1095.141996,868.2239521
6480,1001.704777,1085.244446,858.5713152
6540,1020.084238,1075.796509,852.8779285
6600,1041.826746,1066.647214,847.1845418
6660,1063.643425,1057.645588,841.491155
6720,1083.632525,1048.64066,835.7977683
6780,1101.245706,1039.493806,830.1043815
6840,1115.990894,1030.194725,824.4109948
6900,1127.376018,1020.809202,818.717608
6960,1134.909005,1011.404022,813.0242213
7020,1138.147705,1002.04597,807.3308345
7080,1137.333833,992.801831,801.6374478
7140,1133.205038,983.7383899,795.944061
7200,1126.510082,974.9224314,790.2506743
7260,1117.997727,966.4183917,784.5572875
7320,1108.416734,958.2470045,778.8639008
7380,1098.515867,950.3903639,773.170514
7440,1089.043887,942.8292331,767.4771273
7500,1080.732406,935.5443748,761.7837405
7560,1073.860751,928.5165521,756.0903538
7620,1068.221303,921.7265279,750.3969671
7680,1063.582349,915.1550652,745.3546864
7740,1059.712171,908.7829269,741.8180885
7800,1056.387034,902.5908759,738.2814906
7860,1053.421025,896.5596752,734.7448927
7920,1050.639431,890.6700879,731.2082948
7980,1047.867541,884.9051001,727.671697
8040,1044.930645,879.2655999,724.1350991
8100,1041.654033,873.7611115,720.5985012
8160,1037.862995,868.4012151,717.2925689
8220,1033.383638,863.1954909,714.1380109
8280,1028.146076,858.1535191,710.9834529
8340,1022.285051,853.2848797,707.8288949
8400,1015.959184,848.5991529,704.6743369
8460,1009.327098,844.105919,701.5197789
8520,1002.547416,839.8147579,698.365221
8580,995.7787609,835.7340377,695.210663
8640,989.1797557,831.8110043,692.056105
8700,982.8187296,827.9043021,688.901547
8760,976.4028377,823.8656287,685.746989
8820,969.5489418,819.5466815,682.592431
8880,961.8739035,814.799158,678.2927831
8940,952.9945847,809.4747557,672.1037368
9000,942.5280814,803.425172,665.9146905
9060,930.3134287,796.5021044,659.7256442
9120,916.8241845,788.5572505,653.5365979
9180,902.6465753,779.4801355,647.3475516
9240,888.3668275,769.3996822,641.1585053
9300,874.5424513,758.5381877,634.969459
9360,861.2745026,747.1181617,627.6364996
9420,848.2984391,735.3621139,619.7633591
9480,835.3394545,723.4925539,611.8902186
9540,822.1227428,711.731984,604.017078
9600,808.3926499,700.2541181,596.1439375
9660,794.1758545,689.0679019,588.270797
9720,779.7142279,678.1475333,580.3976564
9780,765.255054,667.4672101,572.5245159
9840,751.0456167,657.0011301,564.6513754
9900,737.3329616,646.7234912,556.6263089
9960,724.2871487,636.6084913,547.8584933
10020,711.8911999,626.6303282,539.0906777
10080,700.1002798,616.7631998,530.3228621
10140,688.8695532,606.9813038,521.5550465
10200,678.1541847,597.2620893,512.7872309
10260,667.9093389,587.6244695,504.0194154
10320,658.0901805,578.1159621,495.2515998
10380,648.6518741,568.7846519,488.7998109
10440,639.5495845,559.678624,482.5370855
10500,630.7384763,550.8459631,476.2743601
10560,622.1737141,542.3347541,470.0116347
10620,613.81066,534.1930821,463.7489092
10680,605.6125259,526.469032,457.4861838
10740,597.5528222,519.2106885,451.2234584
10800,589.6057583,512.4661367,444.960733
10860,581.7455431,506.2818072,438.6980076
10920,573.9463861,500.595256,432.4352821
10980,566.1824962,495.1695074,426.1725567
11040,558.4280828,489.7518756,419.9098313
11100,550.657355,484.0900106,413.6471059
11160,542.8520093,477.9740766,407.3843805
11220,535.0504401,471.277886,401.121655
11280,527.3169959,463.885014,394.8589296
11340,519.7161599,455.6790355,388.5962042
11400,512.3124155,446.5435256,382.3334788
11460,505.1702456,436.3771757,377.4565022
11520,498.3496991,425.8408037,372.9017928
11580,491.7821119,416.7000014,368.3470834
11640,485.2532422,410.8069817,363.792374
11700,478.5410242,410.0139576,359.2376646
11760,471.4282689,415.9851259,360.5439209
11820,463.915412,421.994106,362.8441924
11880,456.3029829,414.939843,354.4938918
11940,448.893638,400.5156593,346.1435912
12000,441.7547792,388.2182425,338.6424176
12060,434.7994622,380.3802404,333.1048498
12120,427.9380524,375.6931049,327.5672821
12180,421.080915,372.8195849,322.0297143
12240,414.1384155,370.4224296,316.4921466
12300,407.0209191,367.164388,310.9545789
12360,399.6387913,361.7082092,305.4170111
12420,391.9023972,352.7166422,299.8794434
12480,383.7221024,338.852436,294.3418756
12540,375.008272,318.7783397,NaN
