Time (s),Line 2,Line 6,Line 10
10860,626.2535811,675.8597849,679.0838525
10920,625.9136208,675.2808602,678.0929998
10980,625.5736605,674.7019355,677.1021471
11040,625.2337002,674.1230108,676.1112944
11100,624.8937399,673.544086,675.1204417
11160,624.5537795,672.9651613,674.129589
11220,624.5336816,672.3862366,673.1387363
11280,625.0861701,671.8073118,672.1478836
11340,625.6386585,671.2283871,671.2743373
11400,626.191147,670.6494624,670.9606758
11460,626.7436354,670.0705376,670.6470143
11520,627.2961239,669.4916129,670.3333528
11580,627.8486123,668.9126882,670.0196912
11640,628.4011008,668.3337634,669.7060297
11700,628.9535893,667.7548387,669.3923682
11760,629.5060777,667.175914,669.0787067
11820,630.0585662,666.5969892,668.7650452
11880,630.6110546,666.0180645,668.4513836
11940,631.1635431,666.2465702,668.1377221
12000,631.7160315,667.2515166,667.8240606
12060,632.26852,668.2564629,667.5103991
12120,632.8210084,669.2614092,667.1967375
12180,633.3734969,670.2663556,666.883076
12240,633.9259854,671.2713019,666.5694145
12300,634.4784738,672.2762483,666.255753
12360,635.0309623,673.2811946,665.9420915
12420,635.5834507,674.2861409,665.6585981
12480,636.1359392,675.2910873,665.4343449
12540,636.7095607,676.2960336,665.2100916
12600,637.5211025,677.3009799,664.9858384
12660,638.3326443,678.3059263,664.7615851
12720,639.144186,679.3108726,664.5373319
12780,639.9557278,680.3158189,664.3130787
12840,640.7672696,681.3207653,664.0888254
12900,641.5788114,682.3257116,663.8645722
12960,642.3903531,683.330658,663.6403189
13020,643.2018949,684.3356043,663.4160657
13080,644.0134367,685.3405506,663.1918124
13140,644.8249785,686.345497,662.9675592
13200,645.6365202,687.3504433,662.743306
13260,646.448062,688.2762018,662.5190527
13320,647.2596038,688.9543349,662.2947995
13380,648.0711456,689.632468,662.0705462
13440,648.8826873,690.3106011,661.846293
13500,649.6942291,690.9887342,661.6220397
13560,650.5057709,691.6668673,661.3977865
13620,651.3173127,692.3450003,661.1735333
13680,652.1288544,693.0231334,660.94928
13740,653.4344168,693.7012665,660.7250268
13800,654.8796172,694.3793996,660.5007735
13860,656.3248176,695.0575327,660.2765203
13920,657.7700181,695.7356658,660.052267
13980,659.2152185,696.4137989,659.8280138
14040,660.660419,697.091932,659.6037606
14100,662.1056194,697.7700651,659.3795073
14160,663.5508199,698.4481982,659.1552541
14220,664.9960203,699.1263313,658.9310008
14280,666.4412208,699.8044643,658.7067476
14340,667.8864212,700.4825974,658.4824943
14400,669.3316216,701.1607305,658.2582411
14460,670.7768221,701.8388636,658.0339879
14520,672.2220225,702.5169967,657.9464082
14580,673.667223,703.1951298,658.0539914
14640,675.1124234,703.8732629,658.1615746
14700,676.5576239,704.551396,658.2691578
14760,678.0028243,705.2295291,658.3767409
14820,678.3560308,705.9076622,658.4843241
14880,678.6788448,706.5857953,658.5919073
14940,679.0016588,707.2639283,658.6994905
15000,679.3244729,707.9420614,658.8070736
15060,679.6472869,708.2021613,658.9146568
15120,679.9701009,708.1108955,659.0121593
15180,680.292915,708.0196296,658.2596785
15240,680.615729,707.9283638,657.5071978
15300,680.938543,707.8370979,656.754717
15360,681.2613571,707.7458321,656.0022362
15420,681.9401575,707.6545663,655.2497554
15480,682.8822397,707.5633004,654.4972746
15540,683.824322,707.4720346,653.7447939
15600,684.7664042,707.3807687,652.9923131
15660,685.7084864,707.2895029,652.2398323
15720,686.6505687,707.1982371,651.4873515
15780,687.5926509,707.1069712,650.7348707
15840,688.5347332,707.0157054,650.0532463
15900,689.4768154,706.9244395,649.9098355
15960,690.4188976,706.8331737,649.7664247
16020,691.3609799,706.7419079,649.6230139
16080,692.3030621,706.650642,649.4796031
16140,693.2451444,706.5593762,649.3361923
16200,694.1872266,706.4681104,649.1927815
16260,695.1293088,706.3768445,649.0493707
16320,696.0713911,706.2855787,648.9059599
16380,697.0134733,706.1943128,648.7625491
16440,697.9555556,706.103047,648.6191383
16500,699.1900521,706.015568,648.4757275
16560,700.5169775,706.0810508,648.3323167
16620,701.843903,706.1465337,648.1889059
16680,703.1708284,706.2120165,648.0454951
16740,704.4977539,706.2774994,647.9020843
16800,705.8246793,706.3429822,647.7257341
16860,707.1516048,706.4084651,647.5180481
16920,708.4785302,706.4739479,647.3103621
16980,709.8054557,706.5394308,647.1026761
17040,711.1323811,706.6049136,646.8949901
17100,712.4593066,706.6703965,646.6873041
17160,713.786232,706.7358793,646.4796181
17220,715.1131575,706.8013622,646.2719321
17280,716.4400829,706.866845,646.0642461
17340,717.7670083,706.9323279,645.8565601
17400,719.0939338,706.9978108,645.6488741
17460,720.4208592,707.0632936,645.4411881
17520,721.7477847,707.1287765,645.2335021
17580,722.930902,707.044629,645.0258161
17640,723.5701963,706.9505113,644.8181301
17700,724.2094907,706.8563937,644.6104441
17760,724.848785,706.762276,644.4027581
17820,725.4880794,706.6681584,644.1950721
17880,726.1273737,706.5740407,643.9873861
17940,726.7666681,706.4799231,643.7797001
18000,727.4059624,706.3858054,643.5720141
18060,728.0452568,706.2916878,643.3643281
18120,728.6845511,706.1975701,642.9105925
18180,729.3238455,706.1034525,642.4474029
18240,729.9631398,705.9929611,641.9842134
18300,730.6024342,705.5675166,641.5210238
18360,731.2417285,705.1420722,641.0578342
18420,731.8810229,704.7166277,640.5946446
18480,732.5203172,704.2911832,640.131455
18540,733.1596116,703.8657387,639.6682654
18600,733.7989059,703.4402942,639.2050758
18660,734.4382002,703.0148497,638.7418862
18720,735.0774946,702.5894052,638.2786966
18780,735.7167889,702.1639607,637.815507
18840,736.3560833,701.7385162,637.3523175
18900,736.9953776,701.3130718,636.8891279
18960,737.634672,700.8876273,636.4259383
19020,738.2739663,700.4621828,635.9627487
19080,738.4615385,700.0367383,635.4995591
19140,738.4615385,699.6112938,635.0363695
19200,738.4615385,699.1858493,634.5731799
19260,738.4615385,698.7604048,634.1099903
19320,738.4615385,698.3349603,633.6468007
19380,738.4615385,697.9095158,633.1836111
19440,738.4615385,697.4840714,632.7204216
19500,738.4615385,697.0586269,632.257232
19560,738.4615385,696.6331824,631.7940424
19620,738.4615385,696.2077379,631.3308528
19680,738.4615385,695.7822934,630.8676632
19740,738.4615385,695.3568489,630.4044736
19800,738.4615385,694.9314044,629.941284
19860,738.4615385,694.5059599,629.4780944
19920,738.4615385,694.0805155,629.0149048
19980,738.4615385,693.655071,628.5517152
20040,738.4615385,693.2296265,628.0885256
20100,738.4615385,692.804182,627.6253361
20160,738.4615385,692.3787375,627.1621465
20220,738.4615385,691.953293,626.6989569
20280,738.4615385,691.5278485,626.2357673
20340,737.4186374,690.3035619,625.7725777
20400,736.2652634,688.9498533,625.3093881
20460,735.1118893,687.5961447,624.8461985
20520,733.9585153,686.2424361,624.3830089
20580,732.8051413,684.8887275,623.9198193
20640,731.6517673,683.5350189,623.4566297
20700,730.4983933,682.1813102,622.9934402
20760,729.3450193,680.8276016,622.5302506
20820,728.1916453,679.473893,622.067061
20880,727.0382713,678.1201844,621.6038714
20940,725.8848973,676.7664758,621.1406818
21000,724.7315233,675.4127671,619.9876249
21060,723.5781493,674.0590585,618.4647043
21120,722.4247753,672.7053499,616.9417838
21180,721.2714013,671.3516413,615.4188633
21240,720.1180273,669.9979327,613.8959427
21300,718.9646533,668.6442241,612.3730222
21360,717.8112793,667.2905154,610.8501017
21420,716.6579053,665.9368068,609.3271811
21480,715.5045313,664.5830982,607.8042606
21540,714.3511573,663.2293896,606.2813401
21600,713.1977833,661.875681,604.7584195
21660,711.5562087,660.5219723,603.235499
21720,709.5782513,659.1682637,601.7125784
21780,707.6002939,657.8145551,600.1896579
21840,705.6223365,656.4608465,598.6667374
21900,703.6443791,655.1071379,597.1438168
21960,701.6664217,653.7534292,595.6208963
22020,699.6884644,652.3997206,594.0979758
22080,697.710507,651.046012,592.5750552
22140,695.7325496,649.6923034,591.0521347
22200,693.7545922,648.3385948,589.5292142
22260,691.7766348,646.9848862,588.0062936
22320,689.7986774,645.6311775,586.4833731
22380,687.8207201,644.2774689,584.9604526
22440,685.8427627,642.9237603,583.437532
22500,683.8166427,641.5700517,581.9146115
22560,681.7317003,639.8735488,580.391691
22620,679.6467579,638.0056862,578.8687704
22680,677.5618156,636.1378237,577.3458499
22740,675.4768732,634.2699611,575.8229294
22800,673.3919308,632.4020985,574.3000088
22860,671.3069885,630.5342359,572.7770883
22920,669.2220461,628.6663733,571.2541678
22980,667.1371037,626.7985107,569.7312472
23040,665.0521614,624.9306482,568.2083267
23100,662.967219,623.0627856,566.6854062
23160,660.8822767,621.194923,565.1624856
23220,658.7973343,619.3270604,563.6395651
23280,656.7123919,617.4591978,562.1166446
23340,654.6274496,615.5913353,560.593724
23400,652.5425072,613.7234727,559.0708035
23460,650.4575648,611.8556101,557.547883
23520,648.3726225,609.9877475,556.0249624
23580,646.2876801,608.1198849,554.5020419
23640,644.2027378,606.2520223,552.9791214
23700,642.1177954,604.3841598,551.4562008
23760,640.032853,602.5162972,549.9332803
23820,637.9479107,600.6484346,548.4103598
23880,635.6180535,598.780572,546.8874392
23940,632.8787789,596.9127094,545.3645187
24000,630.1395043,595.0117919,543.8415982
24060,627.4002298,592.8350772,542.3186776
24120,624.6609552,590.6583626,540.7957571
24180,621.9216806,588.481648,539.2728366
24240,619.182406,586.3049333,537.749916
24300,616.4431315,584.1282187,536.2269955
24360,613.7038569,581.9515041,534.704075
24420,610.9645823,579.7747894,533.1811544
24480,608.2253077,577.5980748,531.6582339
24540,605.4860332,575.4213602,529.7894088
24600,602.7467586,573.2446455,527.8713653
24660,600.2460508,571.0679309,525.9533218
24720,597.8418085,568.8912162,524.0352783
24780,595.4375663,566.7145016,522.1172347
24840,593.033324,564.537787,520.1991912
24900,590.6290818,562.3610723,518.2811477
24960,588.2248395,560.1843577,516.3631042
25020,585.8205973,558.0076431,514.4450607
25080,583.416355,555.8309284,512.5270171
25140,581.0121128,553.6542138,510.6089736
25200,578.6078705,551.4774992,508.6909301
25260,576.2036282,549.3007845,506.7728866
25320,573.799386,547.0634347,504.8548431
25380,571.3951437,544.7696783,502.9367995
25440,568.9909015,542.4759218,501.018756
25500,566.5866592,540.1821654,499.1007125
25560,564.182417,537.888409,497.182669
25620,561.7781747,535.5946526,495.2646255
25680,559.3739325,533.3008961,493.3465819
25740,556.9696902,531.0071397,491.4285384
25800,554.5654479,528.7133833,489.5104949
25860,552.1612057,526.4196269,487.5924514
25920,549.7569634,524.1258704,485.6744079
25980,547.3527212,521.832114,483.7563643
26040,544.9484789,519.5383576,481.8383208
26100,542.5442367,517.2446011,479.9202773
26160,540.1399944,514.9508447,478.0022338
26220,537.7357522,512.6570883,476.0841903
26280,535.3315099,510.3633319,474.1661467
26340,532.9272677,508.0695754,472.2481032
26400,530.5230254,505.775819,470.3300597
26460,528.1187831,503.4820626,468.4120162
26520,525.7145409,501.1883062,466.4939727
26580,523.3102986,498.8945497,464.5759291
26640,520.9060564,496.6007933,462.6578856
26700,518.5018141,494.3070369,460.7398421
26760,516.0975719,492.0132804,458.8217986
26820,513.6933296,489.719524,456.9037551
26880,511.2890874,487.4257676,454.9857115
26940,508.8848451,485.1320112,453.067668
27000,506.4806028,482.8382547,451.1496245
27060,504.0763606,480.5444983,449.231581
